layer_height,wall_thickness,infill_density,infill_pattern,nozzle_temperature,bed_temperature,print_speed,material,fan_speed,roughness,tension_strength,elongation,sensor1_raw_mean,sensor1_raw_max,sensor1_raw_min,sensor1_raw_std,sensor2_raw_mean,sensor2_raw_max,sensor2_raw_min,sensor2_raw_std,sensor3_raw_mean,sensor3_raw_max,sensor3_raw_min,sensor3_raw_std,sensor4_raw_mean,sensor4_raw_max,sensor4_raw_min,sensor4_raw_std,sensor5_raw_mean,sensor5_raw_max,sensor5_raw_min,sensor5_raw_std
0.16,8,87,honeycomb,201,70,120,pla,50,320,33,2.6,533.3123487,548,534,0.458808495,540.5759038,540,538,0.856406803,548.740544,555,547,0.873692512,558.1923796,559,556,1.263941434,554.2540299,552,552,1.616838531
0.13,2,69,honeycomb,234,80,120,pla,100,322,7,1.0,532.2781685,532,530,0.559461978,539.1219624,539,539,0.636958054,546.757209,549,545,1.460678584,554.6480538,559,554,0.512224185,552.2596324,561,550,1.156469992
0.16,2,86,honeycomb,221,80,40,abs,75,329,19,1.5,528.9434411,531,531,0.139091468,537.6442727,538,538,0.368216873,544.9208256,547,547,0.33886647,552.410956,551,555,0.520364746,549.1198306,547,552,0.165731208
0.17,10,89,grid,225,60,40,abs,0,135,37,2.6,529.6033057,529,532,0.231842847,538.0981701,538,538,0.137756626,545.1837398,544,546,0.11417504,552.0168378,551,555,0.125925418,550.293538,547,551,0.124541837
0.08,6,69,grid,215,60,60,pla,0,141,32,2.4,528.5131572,529,528,0.57747057,537.0127361,538,539,0.112717906,542.4433649,543,541,0.11676784,551.3855638,552,550,0.11909336,547.2543247,548,546,0.110974736
0.02,10,23,honeycomb,210,70,40,pla,25,24,22,2.0,528.253029,529,528,3.17317704,536.9205462,538,536,0.273211777,542.1302699,543,541,0.238651259,551.0737403,551,550,0.480119043,546.8031275,547,546,0.16034449
0.02,10,83,grid,220,75,60,pla,100,63,14,0.9,528.9842907,529,529,2.975848234,537.210692,538,536,0.198174204,543.623756,545,543,0.622253154,551.9245674,552,552,0.628105637,548.44909,548,548,1.01986437
0.17,8,74,honeycomb,207,70,60,pla,50,213,20,2.2,532.1879985,529,529,0.645157083,538.8672175,538,538,0.26049691,546.0408271,545,544,0.643273687,552.5935299,552,551,0.15929233,551.6308144,559,548,1.248632067
0.15,6,67,honeycomb,204,65,60,pla,50,220,23,2.6,532.183697,535,531,0.905694858,539.2275238,539,539,0.630817771,547.2332061,552,546,1.200809446,557.1082147,566,555,0.495982518,552.3707082,559,552,1.552728629
0.19,10,72,honeycomb,204,60,60,pla,0,329,37,2.4,533.1782162,537,531,1.233230338,539.3140814,539,539,1.058344763,547.2245956,549,547,0.318308028,555.2101529,558,555,0.346288975,552.4429196,559,551,0.400969118
0.03,3,86,grid,223,75,60,pla,75,182,7,0.6,531.7652296,530,530,1.809690085,538.4303351,538,539,0.231123791,546.1099684,548,544,0.395783341,553.903046,558,553,1.169811985,551.4612228,559,549,1.31080135
0.14,10,44,grid,218,75,60,pla,75,137,33,2.5,531.6741818,529,529,0.819449963,538.7366531,538,538,0.289178058,545.5997276,543,545,0.147661184,556.4277906,564,552,0.224175565,551.235253,555,549,0.14362769
0.14,10,89,grid,203,60,120,pla,25,360,34,1.0,532.3132759,532,530,0.930160294,538.661153,538,539,0.454225239,546.3365881,544,546,0.432440688,554.314046,553,555,0.223015773,551.759615,550,551,1.188744124
0.04,10,63,honeycomb,202,70,40,pla,25,46,17,0.9,528.5746153,529,528,0.270747408,537.1141298,538,537,0.154469809,542.896673,543,542,0.172163059,551.4034845,551,551,1.021395402,547.7835058,548,547,0.301451169
0.17,9,88,grid,219,70,40,pla,25,232,25,2.7,531.4509551,533,533,1.048326184,539.3545455,539,538,0.606729808,547.2663514,549,547,0.529078328,555.1553981,553,556,0.599645421,552.3114597,549,552,1.364453883
0.18,9,55,honeycomb,200,60,60,pla,0,75,32,3.3,529.8703581,530,528,0.191454884,537.8140703,538,538,0.260310666,544.2814859,543,542,0.685605431,551.367952,551,551,0.116071658,549.075813,550,547,0.250759639
0.13,6,56,honeycomb,227,75,40,pla,25,118,28,2.2,529.575452,529,530,0.660271862,537.8743345,538,538,0.261165071,544.7117663,544,546,0.155773022,552.629696,552,554,0.579198939,549.5523084,549,550,0.341984452
0.19,9,73,grid,210,60,40,pla,25,242,35,3.0,529.797133,533,530,1.29637279,538.1974043,538,538,0.820205843,545.5549701,547,545,0.788352916,553.579741,556,554,0.16068054,550.2142813,553,550,0.653514628
0.05,9,82,grid,211,75,120,pla,25,204,15,0.8,530.5039685,530,530,0.944024823,538.1172946,539,537,0.228075026,545.3921744,546,546,0.38253123,554.5592703,555,554,0.869533835,550.5934973,549,550,0.888791382
0.03,8,81,honeycomb,205,80,40,pla,50,43,18,1.0,528.3455009,529,528,0.898752757,536.9644686,538,536,0.264808104,542.4212155,543,542,0.271373736,551.4794369,552,550,0.832210186,547.1253507,547,547,0.269756441
0.09,8,16,honeycomb,227,80,40,abs,50,35,15,1.7,528.2872891,529,529,0.236825332,537.0128207,538,538,0.140213765,542.4199333,543,543,0.117210511,551.6688712,551,551,0.119597098,547.076195,547,547,0.108302961
0.16,7,88,grid,214,75,60,pla,50,244,21,0.9,532.7136241,532,532,0.561179478,539.5514845,538,538,0.711702057,547.3311249,547,547,0.167361064,555.7342193,556,556,1.130077658,552.7389965,553,552,1.578732654
0.2,9,89,honeycomb,219,65,120,pla,25,368,35,1.9,534.1764086,549,533,0.924554019,540.7577968,540,538,1.336125492,548.7797219,557,547,0.613000202,555.7760024,558,556,1.523551903,554.4375619,566,552,1.516026269
0.18,7,76,grid,212,80,40,abs,75,192,19,2.7,530.0835003,533,534,0.201536599,539.0203038,539,538,0.401784574,547.0877613,554,547,0.393578631,555.793666,555,556,0.704753818,551.6977288,548,552,0.49983312
0.13,10,57,honeycomb,200,60,40,pla,0,146,28,2.7,528.3309374,529,529,0.181609589,537.0898419,538,539,0.170483308,542.9610713,545,542,0.232105585,551.6604574,552,551,0.220195167,547.4173927,547,548,0.318576973
0.11,5,74,grid,226,80,40,pla,100,180,10,0.9,531.7173691,529,530,0.169096322,538.5568659,538,538,0.131298154,545.756467,544,546,0.115788818,556.8652169,562,553,0.155344346,551.1232128,549,550,0.399623725
0.11,8,52,grid,223,60,60,abs,25,179,36,1.1,529.8937916,529,530,1.092325275,537.8385661,539,539,1.0600383,545.3014509,548,547,0.548250383,555.0304742,558,554,0.535816673,550.1969885,549,550,1.230656741
0.19,4,11,honeycomb,213,65,40,abs,25,259,17,2.7,534.3438174,543,530,0.69709168,540.1381705,539,538,1.008442926,547.7090302,549,544,1.511831005,556.9518866,564,553,0.244229567,553.8465123,565,549,0.596753207
0.06,9,70,grid,231,60,40,abs,50,112,17,1.0,528.4853703,530,529,1.581957038,537.0907688,538,538,0.423463281,543.1443793,544,545,0.732061303,551.4293312,551,553,0.572056914,547.7652474,547,549,1.00172259
0.02,9,47,grid,222,70,120,abs,50,101,16,0.5,535.2144567,529,529,2.447979473,539.6095743,538,536,0.372155262,547.0306366,545,545,0.488608989,556.5878739,569,552,1.619751728,553.597641,569,548,0.613855763
0.06,8,42,honeycomb,238,80,40,pla,100,166,10,0.6,529.2326821,529,528,0.369281212,537.3959399,538,539,0.13291003,543.3226035,543,542,0.117192447,551.7996028,552,550,0.131201619,548.5924211,548,546,0.293074064
0.08,7,24,honeycomb,240,80,60,abs,100,198,14,0.9,530.3876789,533,529,1.285109894,538.159813,538,538,0.180745001,545.2748608,545,543,0.133575251,556.9384266,568,553,0.174391022,550.184142,553,549,0.146986875
0.09,9,45,grid,215,80,60,pla,100,256,18,0.9,532.1683415,529,530,1.542484055,538.6345763,538,538,0.438766092,546.1102754,543,546,0.29278212,554.37014,552,554,0.290343803,551.490858,549,550,0.196650442
0.05,10,26,grid,229,70,40,abs,75,85,8,1.1,528.7923204,529,529,1.329931741,537.4222656,538,538,0.197119197,543.6490882,546,544,0.391962018,551.2552644,552,552,0.576223716,548.6681257,552,548,0.893016162
0.15,4,54,honeycomb,204,60,60,abs,0,164,31,3.0,530.7563153,529,529,0.236978445,538.3901118,538,536,0.732653967,545.3133031,543,545,0.700702586,553.2073677,552,552,0.214942092,550.7762848,551,548,0.457143451
0.05,10,28,grid,227,70,60,abs,75,152,11,0.5,528.5334754,533,528,1.549905806,536.9845407,538,536,0.436235739,542.6701929,543,541,0.214310844,552.7797198,554,551,0.294819142,547.411371,547,547,0.769504739
0.16,9,83,honeycomb,220,75,40,pla,50,241,23,2.7,530.6643455,535,529,0.918967785,538.411812,539,536,0.493291859,545.6529918,548,545,1.153835206,555.0564613,565,554,0.449774978,550.6364401,560,550,0.770036829
0.06,8,55,honeycomb,201,80,40,pla,50,143,23,1.0,528.4177213,529,528,0.373396958,537.0132098,538,536,0.195827064,542.5898121,543,541,0.185973523,551.3315263,551,550,0.354433244,547.2931515,547,546,0.279700321
0.12,3,89,grid,241,80,40,abs,100,346,11,1.1,528.5256812,529,528,0.689067851,537.0904689,538,536,0.16853131,543.0324222,544,542,0.297389135,551.7818558,552,551,0.1183983,547.5926242,547,547,0.294577533
0.03,9,85,honeycomb,207,70,120,pla,75,97,13,1.6,528.2514486,529,528,0.841163244,536.9305508,538,536,0.14545406,542.0844792,543,541,0.159163815,550.5568926,551,550,0.165663373,546.7625606,547,546,0.288251173
0.2,9,84,honeycomb,205,75,120,pla,25,222,19,2.9,530.5974552,549,533,0.166456501,539.7417971,540,538,1.072353631,547.7359729,556,547,0.794425537,555.7033998,560,556,0.813815723,552.2622386,556,552,0.777990559
0.03,8,60,honeycomb,205,65,120,pla,25,242,16,1.1,528.2871466,529,528,0.993327804,536.9259038,538,536,0.138408214,542.02242,543,541,0.127850747,550.8130525,551,550,0.129400603,546.8051928,547,546,0.108513598
0.2,6,48,honeycomb,202,65,120,pla,0,339,30,3.1,534.2717894,550,532,0.512051396,541.086946,540,538,1.888782396,548.9236656,557,547,0.635250681,558.7126424,569,556,0.710651002,554.4208298,566,552,2.09704007
0.18,8,87,grid,200,60,60,pla,0,206,28,2.5,537.0356751,545,534,0.675781619,541.3855372,540,538,0.325805534,549.2612295,552,547,0.346319777,559.0019308,565,556,0.860298973,555.2929825,561,552,0.915255824
0.16,10,79,grid,230,70,40,abs,75,279,32,1.9,531.8112364,530,530,0.313154654,538.8994588,538,538,0.211900514,546.0170649,543,545,0.246463752,556.5770055,559,554,0.128639025,551.81278,550,550,0.238949057
0.18,7,86,grid,211,80,40,pla,50,143,19,2.9,528.957852,531,530,0.17539979,537.6769819,538,538,0.181503791,544.4568138,544,544,0.388940513,552.1539276,551,554,0.144565771,549.0143293,547,550,0.553197004
0.08,7,25,grid,207,80,120,pla,100,254,8,0.6,532.2982697,540,529,0.926550765,538.3670795,538,536,0.840902286,545.7929523,546,542,1.017375305,556.6245071,568,552,0.351865273,551.2363353,560,548,0.486280332
0.05,9,66,grid,249,80,40,abs,100,175,8,0.5,528.2351271,529,528,0.348197468,536.904905,538,538,0.170625106,541.8767095,543,541,0.125574615,550.7455224,551,550,0.131793241,546.5598413,547,546,0.167255486
0.17,9,88,grid,202,60,40,pla,0,225,37,2.7,530.7591678,536,530,0.732161202,538.8521162,539,538,1.039625406,546.5810429,550,546,0.310255845,553.6014472,556,555,0.822273813,551.4146008,558,551,0.806719393
0.03,10,74,grid,205,65,40,pla,25,38,30,1.0,528.3776303,529,528,0.630368411,536.9820624,538,536,0.144231445,542.3893363,543,541,0.115742269,551.2535699,551,550,0.175985838,547.3090669,547,546,0.398466839
0.17,8,76,grid,231,75,60,abs,75,303,11,0.6,529.1338783,542,528,0.583944135,537.4456761,538,538,0.656684433,544.1507592,545,543,0.234972511,552.3449705,554,551,0.422859192,548.6490165,550,548,1.349506669
0.08,10,42,honeycomb,250,80,40,abs,100,66,17,1.5,529.6772117,529,528,0.858891231,537.5606916,538,536,0.156315116,543.9442134,544,541,0.357970306,552.8280518,556,550,0.208484006,549.1818555,553,546,0.446382582
0.02,7,77,grid,223,65,60,abs,25,28,15,1.1,528.2345398,529,528,0.360745961,536.9038156,538,536,0.109661538,541.8266511,543,541,0.113851079,550.5603433,551,550,0.146378628,546.5188743,547,546,0.11326304
0.17,8,90,honeycomb,215,65,40,pla,50,347,26,1.1,534.0621826,539,530,1.315067744,539.3088853,539,538,0.767596031,547.3340175,546,546,0.373953201,554.8591204,556,555,0.925508799,552.6521984,558,552,0.84912419
0.13,8,88,honeycomb,210,70,40,pla,50,243,16,2.1,529.0255518,529,529,0.301731414,537.4424383,538,538,0.124124285,543.9377832,545,544,0.256479062,552.2585896,553,552,0.272525563,548.5226132,548,548,0.150855105
0.08,8,47,honeycomb,200,70,60,pla,0,185,19,1.7,530.9680163,533,530,0.705472916,538.2436458,538,536,0.53563767,545.7407001,546,544,0.705918594,556.546174,562,553,0.747327191,550.8518291,550,550,1.121334415
0.18,3,29,grid,250,80,60,abs,100,204,9,0.9,530.0239745,533,529,0.198677544,537.9538199,538,538,0.185114647,544.6992597,544,545,0.12849619,557.6390241,568,553,0.128545391,549.708849,548,549,0.29232505
0.2,4,18,grid,250,75,40,abs,50,298,9,1.0,530.9385608,543,533,0.420216851,539.3060426,539,538,0.749176683,547.2902847,554,547,0.303454274,556.8009965,559,556,0.331042976,552.1930285,549,552,0.883671106
0.03,10,88,grid,218,80,60,pla,100,26,17,1.3,528.6055129,529,529,0.5925149,537.1398815,538,536,0.174226359,543.2130358,544,541,0.166768573,552.4398673,552,551,0.393868093,547.9721399,547,547,0.429343308
0.13,7,89,honeycomb,205,60,60,pla,0,159,16,2.0,529.7466247,531,529,1.086746054,537.612455,538,538,0.264381104,544.4220205,545,542,0.205129057,551.5637381,551,551,0.351092704,549.1962845,550,547,1.107313672
0.15,7,85,honeycomb,222,65,40,abs,75,305,26,2.6,531.0821775,529,529,1.175390273,538.5648958,538,536,0.547654404,545.5884981,545,544,0.553657929,552.9630989,556,552,0.356340572,551.1026405,561,548,0.92945695
0.11,7,90,grid,201,60,40,pla,0,228,36,3.1,528.645697,529,531,0.560392154,537.4177785,538,538,0.378101017,544.3419348,545,546,0.459536827,553.1058079,551,556,1.142782032,548.5746093,547,552,0.698288303
0.18,10,80,grid,229,60,120,abs,50,252,29,2.5,528.2445044,529,530,0.156368663,536.9797017,538,538,0.341022264,542.5977705,545,546,0.280387186,551.2802942,551,555,0.126519896,546.9613393,547,551,0.207706145
0.07,7,25,honeycomb,215,70,60,abs,50,37,20,1.2,530.1224384,530,530,0.633474173,538.1702468,538,538,0.675546032,545.3705521,545,544,0.170156285,551.9514349,551,553,0.342974995,550.4460954,549,550,0.896767936
0.04,10,73,grid,206,75,120,pla,50,143,20,0.6,530.954839,537,528,1.085292203,538.0804596,538,536,0.266097772,544.9219551,545,542,0.297064164,554.9076422,566,551,1.019042841,550.6454138,563,547,0.991241273
0.2,4,62,grid,219,70,60,pla,75,344,11,1.5,535.17694,529,534,0.164017237,540.6759041,538,538,0.208453338,548.5021584,545,547,0.224236349,557.8821567,554,556,0.117263942,554.4338539,549,552,0.639002257
0.04,9,90,honeycomb,209,60,60,pla,50,46,30,1.8,528.2457054,529,529,1.07766968,536.9475457,538,539,0.480083432,542.3655739,544,543,0.156444108,551.1871489,551,552,0.533876308,546.9120772,547,548,0.360846063
0.07,8,90,grid,213,60,40,abs,0,111,35,2.3,528.2713742,529,529,1.486041785,536.9422726,538,536,0.146750592,542.3079617,543,543,0.115655054,550.652738,551,551,0.154789544,546.912204,547,547,0.138267971
0.2,7,86,grid,230,75,120,abs,100,309,20,3.2,532.8176587,538,534,1.16507928,540.7072828,541,538,1.088347454,548.8125894,558,547,1.393119014,558.4613473,562,556,0.32016632,554.103981,552,552,1.222179007
0.19,9,61,honeycomb,214,65,40,pla,0,121,36,3.2,528.2443389,530,529,0.219980428,536.9857283,538,538,0.507587582,542.6638586,546,546,0.226546859,551.6497013,551,554,0.148999743,546.9230511,547,551,0.190900922
0.03,9,85,grid,232,65,40,abs,0,50,21,2.1,528.2374811,529,528,0.678712548,536.9044029,538,536,0.109645206,541.8285027,543,541,0.11386958,550.5499073,551,550,0.261476052,546.5369598,547,546,0.109839338
0.06,10,23,honeycomb,209,80,40,pla,100,24,22,2.4,528.52022,529,528,1.299983908,537.114244,538,539,0.122282335,542.8050309,543,542,0.126462052,551.6841677,552,551,0.212913768,547.509354,547,547,0.151823075
0.03,5,63,honeycomb,247,70,40,abs,25,24,19,1.4,528.2345478,529,528,0.411276356,536.9041646,538,536,0.110021309,541.8328099,543,541,0.113922808,550.5441779,551,550,0.178957117,546.528347,547,546,0.112340363
0.06,10,86,honeycomb,208,75,40,pla,75,146,15,0.6,528.8882626,529,530,0.629344118,537.2363558,538,536,0.113909225,543.3998545,543,544,0.1148507,551.8621499,551,553,0.12094427,548.3389293,547,549,0.389787341
0.05,8,81,grid,213,60,60,pla,50,116,26,2.2,528.241996,529,528,0.673149851,536.9096386,538,538,0.70422546,541.9695622,543,541,1.492812433,550.5506637,551,550,0.187967324,546.6383461,547,546,0.528914225
0.09,9,87,grid,226,80,60,pla,75,203,10,1.1,528.9893773,532,528,0.696948841,537.2073299,538,539,0.254390946,543.1142073,544,541,0.951788633,551.1610855,554,550,0.368921853,548.0257387,557,546,0.582999324
0.19,10,90,grid,205,75,40,pla,75,168,34,2.2,528.2540461,529,530,0.190007516,536.9659407,538,538,0.348616537,542.5257725,543,544,0.121619875,551.3370416,551,553,0.226550115,546.9186877,547,549,0.298702817
0.14,2,87,honeycomb,203,60,60,pla,0,164,32,3.3,528.6812304,529,531,0.340992584,537.6782076,538,538,0.260951689,544.711337,546,546,0.327423845,552.5523814,551,556,0.593742126,548.8870712,547,552,0.225770144
0.11,8,53,honeycomb,204,80,120,pla,100,278,13,1.5,531.5973766,531,532,0.223725876,538.9425327,538,538,0.15381997,546.8566415,547,547,0.219495465,556.9890801,558,556,0.294927048,551.7973924,548,552,0.128133506
0.02,6,47,grid,234,80,40,pla,100,116,6,0.5,528.6915102,529,528,0.810299302,537.0284193,538,536,0.109674253,542.5268262,543,541,0.113967507,552.3505601,552,550,0.179611503,547.5460551,547,546,0.167907093
0.13,8,16,honeycomb,208,80,40,pla,75,193,12,0.9,530.5609344,532,529,0.466443425,538.2670657,538,538,0.283083654,545.2901161,545,544,0.387197693,555.0440148,560,552,0.240854581,550.5449606,553,548,1.003464374
0.13,10,82,honeycomb,202,70,40,pla,50,116,34,3.0,528.6270425,529,528,0.194437022,537.1586577,538,536,0.429370292,543.0238863,543,542,0.540650248,551.4503539,552,551,0.203486316,547.7089597,548,547,0.169316551
0.03,9,90,honeycomb,209,65,40,pla,50,36,23,1.9,528.340091,529,528,1.472016583,536.9947523,538,536,0.162715721,542.6305258,543,541,0.128322857,550.6971999,551,551,0.315675528,547.1712057,547,547,0.844166016
0.07,4,46,grid,230,70,120,abs,0,69,6,1.0,528.8827484,536,531,0.862610743,537.732989,538,538,0.303143753,544.8904158,547,545,0.408067353,552.5909075,551,555,0.885581659,549.5034067,547,551,1.114321329
0.13,10,85,honeycomb,203,65,120,pla,25,284,30,1.7,530.861414,541,531,0.427428024,539.2543531,539,539,0.36293181,546.9761562,550,545,0.190890856,557.5151516,565,555,0.513903294,552.1943214,554,552,0.504674898
0.17,10,90,grid,206,65,60,pla,0,234,36,3.1,529.7351033,531,530,0.181124808,538.189855,538,537,0.21682095,545.4948949,547,544,0.436166685,555.4177905,560,554,0.329252112,550.1447108,550,550,0.1985479
0.04,8,75,grid,250,80,120,abs,100,111,12,0.6,528.6897731,529,529,0.897532055,537.16063,538,538,0.359107076,543.1712599,543,543,0.171667537,551.0860034,551,551,0.347387726,548.113021,547,547,0.556963904
0.16,5,63,grid,236,75,60,abs,50,144,19,2.9,528.8906275,529,530,0.28291039,537.8929403,538,538,0.29276014,544.9374228,546,546,0.948330876,553.3645334,553,554,0.143027646,549.5665619,548,551,0.401190842
0.15,7,89,grid,230,75,60,abs,50,341,31,1.4,528.2405139,530,529,0.303444806,536.9560141,538,539,0.471071547,542.2968166,544,543,0.188037371,551.3666272,552,553,0.531330906,546.8930463,547,549,0.696637317
0.04,10,74,honeycomb,214,65,40,abs,25,60,10,1.0,528.238695,529,529,0.15741699,536.9503525,538,538,0.11250048,542.2903531,543,543,0.113876359,550.6378819,551,553,0.427690616,546.8324724,547,550,0.429484558
0.13,9,86,honeycomb,225,70,60,pla,25,92,29,2.9,528.3872469,529,528,0.671936988,537.1870214,538,539,0.117446621,542.6837545,543,541,0.117373531,550.9465032,551,550,0.165908075,547.4895208,549,547,0.109533407
0.13,4,14,honeycomb,214,60,60,abs,0,187,23,2.0,531.3882059,534,530,0.460957507,539.3453969,539,538,0.540830198,547.0247732,551,545,0.334280713,555.1412048,560,555,1.029761437,552.400236,561,552,0.724512871
0.09,9,87,honeycomb,233,70,40,abs,75,209,17,1.3,528.2798094,529,529,0.414214341,536.9568145,538,536,0.150710758,542.4567764,543,543,0.235997366,550.9635668,551,551,0.192031656,547.0642603,547,548,0.271418593
0.13,5,35,grid,209,80,60,pla,25,131,9,1.3,531.044294,530,530,0.168856228,538.7124727,538,538,0.198717742,545.7897874,544,546,0.13037683,553.9440699,553,554,0.544577408,551.2055495,550,550,0.468097166
0.15,9,72,honeycomb,202,65,120,pla,50,352,17,2.6,531.9420595,540,531,0.836675238,539.2429678,540,538,0.884153741,547.1635204,551,546,1.590561073,554.0248764,555,556,0.791117862,552.2200019,559,552,2.746294633
0.05,9,77,honeycomb,222,65,120,abs,50,169,19,1.5,528.3446064,536,528,1.508114831,536.9621724,538,536,0.227182866,542.3228129,544,541,0.511329269,550.8697976,553,550,0.259677198,547.0463962,552,546,0.743976093
0.19,3,88,grid,236,75,40,abs,75,256,9,2.3,531.624921,542,534,0.325223502,539.7344825,540,538,0.523735123,547.8467971,556,546,0.864536978,555.582418,554,556,0.289928683,552.901327,551,552,0.485556304
0.07,10,87,grid,233,80,40,abs,100,80,22,1.7,528.2458866,529,528,0.137118608,536.9198307,538,536,0.109795487,541.9794235,543,541,0.119877531,550.6995824,551,550,0.122525699,546.73696,547,546,0.113931554
